transaction_id,date,department,region,vendor,category,amount_usd,status,approved_by,memo
TX0180184,2025-06-16,Marketing,Central,Google Ads,Advertising,279.70,approved,J. Chen,
TX0180185,2025-02-01,HR,Central,Costco,Office Supplies,19.82,approved,L. Rossi,
TX0180186,2024-02-26,Finance,East,Oracle,Software,67.74,approved,M. Alvarez,
TX0180187,2026-04-05,Sales,West,Uber,Travel,175.16,approved,R. Patel,
TX0180188,2026-02-17,Marketing,East,Meta Ads,Advertising,135.93,approved,J. Chen,
TX0180189,2024-02-21,Finance,East,Staples,Office Supplies,185.52,approved,M. Alvarez,
TX0180190,2025-11-14,Marketing,West,Canva,Software,743.70,pending,J. Chen,
TX0180191,2024-04-03,HR,West,Indeed,Recruiting,139.90,approved,L. Rossi,
TX0180192,2024-07-19,Finance,Central,Staples,Office Supplies,2181.45,approved,M. Alvarez,
TX0180193,2026-07-22,HR,West,LinkedIn,Recruiting,7.71,pending,L. Rossi,
TX0180194,2024-05-12,Operations,South,Home Depot,Maintenance,894.46,pending,T. Nguyen,
TX0180195,2026-03-03,Sales,East,Delta Air Lines,Travel,461.22,approved,R. Patel,
TX0180196,2026-07-22,Sales,East,Delta Air Lines,Travel,511.41,approved,R. Patel,
TX0180197,2024-06-10,Engineering,West,Atlassian,Software,421.84,pending,S. Okafor,
TX0180198,2026-06-17,Marketing,Central,Google Ads,Advertising,36.83,pending,J. Chen,
TX0180199,2026-06-08,Marketing,East,Meta Ads,Advertising,592.60,pending,J. Chen,
TX0180200,2025-07-02,Engineering,International,Dell,Hardware,398.62,approved,S. Okafor,
TX0180201,2026-07-29,Engineering,International,GitHub,Software,59.16,approved,S. Okafor,
TX0180202,2024-09-14,Finance,East,Staples,Office Supplies,81.18,approved,M. Alvarez,
TX0180203,2025-02-20,Operations,International,FedEx,Shipping,569.99,rejected,T. Nguyen,
TX0180204,2024-08-12,Sales,East,Salesforce,Software,26.14,approved,R. Patel,
TX0180205,2024-09-24,Engineering,West,GitHub,Software,320.18,approved,S. Okafor,
TX0180206,2025-10-14,Finance,East,Bloomberg,Data Services,89.65,approved,M. Alvarez,
TX0180207,2024-10-25,Operations,International,Uline,Shipping,504.48,approved,T. Nguyen,
TX0180208,2026-08-05,Finance,International,Bloomberg,Data Services,45.55,approved,M. Alvarez,
TX0180209,2026-08-19,Sales,International,Hilton,Travel,621.84,approved,R. Patel,
TX0180210,2024-08-02,Engineering,West,GitHub,Software,63.28,approved,S. Okafor,
TX0180211,2026-05-01,Engineering,South,AWS,Cloud,51.39,rejected,S. Okafor,
TX0180212,2026-01-29,Finance,International,Bloomberg,Data Services,466.55,approved,M. Alvarez,
TX0180213,2025-02-15,Operations,West,FedEx,Shipping,317.03,approved,T. Nguyen,
TX0180214,2024-09-21,Engineering,South,AWS,Cloud,182.53,rejected,S. Okafor,
TX0180215,2025-08-30,HR,East,Costco,Office Supplies,89.99,rejected,L. Rossi,
TX0180216,2026-07-21,Engineering,West,AWS,Cloud,100.93,approved,S. Okafor,
TX0180217,2024-04-10,HR,International,Workday,Software,64.41,approved,L. Rossi,
TX0180218,2024-08-18,Engineering,East,AWS,Cloud,27.41,approved,S. Okafor,
TX0180219,2024-06-28,Finance,West,Bloomberg,Data Services,167.23,pending,M. Alvarez,
TX0180220,2025-05-15,Sales,South,Uber,Travel,228.88,pending,R. Patel,
TX0180221,2026-09-06,Operations,East,Home Depot,Maintenance,53.29,approved,T. Nguyen,
TX0180222,2025-05-25,Engineering,East,AWS,Cloud,16.69,approved,S. Okafor,
TX0180223,2024-11-08,Marketing,South,Canva,Software,86.86,approved,J. Chen,
TX0180224,2025-08-06,Sales,West,Hilton,Travel,752.39,approved,R. Patel,
TX0180225,2026-04-15,HR,West,Workday,Software,307.86,approved,L. Rossi,
TX0180226,2026-04-07,Sales,East,Delta Air Lines,Travel,157.80,approved,R. Patel,
TX0180227,2025-06-02,Finance,International,Oracle,Software,248.17,approved,M. Alvarez,
TX0180228,2025-05-30,Engineering,International,Dell,Hardware,537.60,approved,S. Okafor,
TX0180229,2025-08-07,Sales,Central,Hilton,Travel,88.60,approved,R. Patel,
TX0180230,2026-08-28,Engineering,West,Atlassian,Software,193.92,approved,S. Okafor,
TX0180231,2026-07-25,Operations,West,Home Depot,Maintenance,421.77,approved,T. Nguyen,
TX0180232,2026-03-17,Operations,East,FedEx,Shipping,39.21,pending,T. Nguyen,
TX0180233,2024-02-16,Operations,Central,Home Depot,Maintenance,767.95,approved,T. Nguyen,
TX0180234,2024-09-19,Operations,Central,Uline,Shipping,14.68,approved,T. Nguyen,
TX0180235,2024-12-05,Sales,South,Salesforce,Software,45.93,approved,R. Patel,
TX0180236,2025-03-15,HR,East,Indeed,Recruiting,174.15,approved,L. Rossi,
TX0180237,2024-03-18,Marketing,West,Vistaprint,Printing,44.79,approved,J. Chen,
TX0180238,2024-10-21,HR,South,LinkedIn,Recruiting,322.34,pending,L. Rossi,
TX0180239,2025-04-26,Operations,Central,Uline,Shipping,75.08,approved,T. Nguyen,
TX0180240,2026-07-11,HR,South,Indeed,Recruiting,41.68,pending,L. Rossi,
TX0180241,2024-09-15,Engineering,East,Dell,Hardware,103.12,rejected,S. Okafor,
TX0180242,2025-04-17,Operations,South,FedEx,Shipping,867.08,approved,T. Nguyen,
TX0180243,2025-05-05,Sales,Central,Hilton,Travel,19.70,approved,R. Patel,
TX0180244,2026-05-08,Operations,Central,FedEx,Shipping,497.33,approved,T. Nguyen,
TX0180245,2026-04-27,Sales,West,Salesforce,Software,78.87,approved,R. Patel,
TX0180246,2026-02-10,Finance,East,Intuit,Software,199.58,approved,M. Alvarez,
TX0180247,2025-10-21,Operations,West,Home Depot,Maintenance,120.84,approved,T. Nguyen,
TX0180248,2024-09-08,Finance,South,Oracle,Software,225.00,approved,M. Alvarez,
TX0180249,2026-03-24,Marketing,West,Vistaprint,Printing,123.77,approved,J. Chen,
TX0180250,2025-06-27,Finance,West,Oracle,Software,250.58,approved,M. Alvarez,
TX0180251,2024-10-17,HR,International,LinkedIn,Recruiting,672.94,approved,L. Rossi,
TX0180252,2024-06-21,Operations,West,FedEx,Shipping,1841.07,approved,T. Nguyen,
TX0180253,2024-01-12,Engineering,International,GitHub,Software,1100.73,approved,S. Okafor,
TX0180254,2026-04-18,HR,South,Indeed,Recruiting,142.05,approved,L. Rossi,
TX0180255,2025-07-21,Engineering,Central,Atlassian,Software,167.39,approved,S. Okafor,
TX0180256,2024-09-30,Engineering,West,Dell,Hardware,112.56,approved,S. Okafor,
TX0180257,2024-06-08,Sales,International,Salesforce,Software,73.09,pending,R. Patel,
TX0180258,2024-07-04,Finance,International,Oracle,Software,113.97,approved,M. Alvarez,
TX0180259,2025-07-30,HR,South,Indeed,Recruiting,227.30,pending,L. Rossi,
TX0180260,2026-08-18,Finance,Central,Staples,Office Supplies,140.50,approved,M. Alvarez,
TX0180261,2026-09-15,Operations,West,Grainger,Maintenance,69.25,approved,T. Nguyen,
TX0180262,2024-10-26,Marketing,Central,Meta Ads,Advertising,122.10,pending,J. Chen,
TX0180263,2025-03-31,Operations,East,Grainger,Maintenance,27.07,approved,T. Nguyen,
TX0180264,2024-09-05,HR,West,Costco,Office Supplies,31.20,pending,L. Rossi,
TX0180265,2026-08-27,Operations,South,Grainger,Maintenance,17.94,approved,T. Nguyen,
TX0180266,2024-07-04,HR,International,Workday,Software,26.17,approved,L. Rossi,
TX0180267,2025-08-02,Sales,South,Delta Air Lines,Travel,301.95,approved,R. Patel,
TX0180268,2026-03-08,Sales,Central,Uber,Travel,284.39,approved,R. Patel,
TX0180269,2025-03-13,Finance,East,Staples,Office Supplies,26.97,approved,M. Alvarez,
TX0180270,2025-04-11,Marketing,South,Meta Ads,Advertising,93.46,approved,J. Chen,
TX0180271,2025-07-26,Operations,International,FedEx,Shipping,1470.54,approved,T. Nguyen,
TX0180272,2025-07-14,Marketing,Central,Meta Ads,Advertising,103.78,approved,J. Chen,
TX0180273,2025-09-05,Operations,International,Home Depot,Maintenance,832.41,approved,T. Nguyen,
TX0180274,2025-10-17,HR,International,Workday,Software,673.46,approved,L. Rossi,
TX0180275,2024-01-12,Sales,International,Delta Air Lines,Travel,113.90,approved,R. Patel,
TX0180276,2025-03-18,Sales,International,Uber,Travel,501.73,approved,R. Patel,
TX0180277,2025-07-11,Marketing,Central,Canva,Software,113.62,pending,J. Chen,
TX0180278,2026-03-03,Sales,South,Hilton,Travel,181.75,approved,R. Patel,
TX0180279,2026-07-01,Finance,West,Intuit,Software,244.49,approved,M. Alvarez,
TX0180280,2024-08-17,Engineering,South,Dell,Hardware,1218.63,approved,S. Okafor,
TX0180281,2026-03-15,Sales,South,Uber,Travel,204.08,approved,R. Patel,
TX0180282,2024-08-14,Marketing,South,Google Ads,Advertising,204.27,approved,J. Chen,
TX0180283,2025-02-28,Operations,South,Home Depot,Maintenance,405.65,approved,T. Nguyen,
TX0180284,2026-05-27,Marketing,East,Vistaprint,Printing,37.03,rejected,J. Chen,
TX0180285,2024-10-19,Sales,East,Hilton,Travel,20.37,approved,R. Patel,
TX0180286,2024-12-08,Engineering,International,AWS,Cloud,79.55,approved,S. Okafor,
TX0180287,2025-04-07,Sales,East,Delta Air Lines,Travel,255.90,approved,R. Patel,
TX0180288,2026-06-12,HR,International,Costco,Office Supplies,313.77,approved,L. Rossi,
TX0180289,2026-09-12,Finance,International,Bloomberg,Data Services,35.70,approved,M. Alvarez,
TX0180290,2026-05-02,Marketing,Central,Vistaprint,Printing,405.33,approved,J. Chen,
TX0180291,2024-07-10,HR,International,Indeed,Recruiting,287.17,approved,L. Rossi,
TX0180292,2024-08-06,Operations,Central,Grainger,Maintenance,21.64,approved,T. Nguyen,
TX0180293,2025-05-21,Finance,West,Staples,Office Supplies,297.62,approved,M. Alvarez,
TX0180294,2025-05-14,Engineering,East,AWS,Cloud,1018.05,approved,S. Okafor,
TX0180295,2024-10-10,HR,International,Indeed,Recruiting,493.02,approved,L. Rossi,
TX0180296,2024-03-02,Operations,East,Uline,Shipping,271.09,approved,T. Nguyen,
TX0180297,2025-11-06,HR,International,Costco,Office Supplies,269.73,approved,L. Rossi,
TX0180298,2026-04-30,Sales,International,Uber,Travel,23.52,approved,R. Patel,
TX0180299,2024-08-24,Finance,South,Oracle,Software,101.98,approved,M. Alvarez,
TX0180300,2026-02-05,Engineering,East,AWS,Cloud,23.51,approved,S. Okafor,
TX0180301,2026-03-16,Engineering,South,AWS,Cloud,173.74,approved,S. Okafor,
TX0180302,2024-03-11,Finance,International,Staples,Office Supplies,3639.13,approved,M. Alvarez,
TX0180303,2025-03-23,HR,South,Costco,Office Supplies,482.84,approved,L. Rossi,
TX0180304,2024-07-16,Engineering,International,Dell,Hardware,1832.43,approved,S. Okafor,
TX0180305,2026-03-11,Sales,East,Uber,Travel,194.48,approved,R. Patel,
TX0180306,2026-01-22,HR,South,LinkedIn,Recruiting,49.40,approved,L. Rossi,
TX0180307,2026-03-10,HR,South,LinkedIn,Recruiting,12.68,approved,L. Rossi,
TX0180308,2024-09-23,Marketing,International,Vistaprint,Printing,195.36,pending,J. Chen,
TX0180309,2024-06-28,Operations,Central,Grainger,Maintenance,1173.03,approved,T. Nguyen,
TX0180310,2024-04-22,HR,International,LinkedIn,Recruiting,155.64,approved,L. Rossi,
TX0180311,2026-05-05,Operations,South,FedEx,Shipping,327.27,approved,T. Nguyen,
TX0180312,2025-04-28,HR,South,Workday,Software,379.47,approved,L. Rossi,
TX0180313,2024-11-06,HR,South,Costco,Office Supplies,159.38,pending,L. Rossi,
TX0180314,2025-04-06,Operations,South,Grainger,Maintenance,390.80,approved,T. Nguyen,
TX0180315,2025-04-16,Engineering,West,Atlassian,Software,46.94,approved,S. Okafor,
TX0180316,2026-01-09,HR,South,Costco,Office Supplies,74.82,approved,L. Rossi,
TX0180317,2024-06-28,Operations,International,Grainger,Maintenance,571.01,approved,T. Nguyen,
TX0180318,2024-07-22,Sales,West,Uber,Travel,209.03,approved,R. Patel,
TX0180319,2024-09-23,Marketing,International,Google Ads,Advertising,225.49,pending,J. Chen,
TX0180320,2024-02-17,Marketing,West,Canva,Software,25.69,approved,J. Chen,
TX0180321,2026-03-08,HR,West,Workday,Software,120.67,approved,L. Rossi,
TX0180322,2026-04-22,HR,Central,Workday,Software,77.60,pending,L. Rossi,
TX0180323,2024-11-26,HR,West,LinkedIn,Recruiting,382.63,approved,L. Rossi,
TX0180324,2025-05-18,Marketing,South,Meta Ads,Advertising,134.29,approved,J. Chen,
TX0180325,2026-02-15,Finance,South,Bloomberg,Data Services,166.00,approved,M. Alvarez,
TX0180326,2025-01-16,Finance,West,Intuit,Software,39.76,approved,M. Alvarez,
TX0180327,2024-10-21,Marketing,South,Meta Ads,Advertising,94.74,approved,J. Chen,
TX0180328,2025-04-24,Sales,Central,Salesforce,Software,148.84,approved,R. Patel,
TX0180329,2024-12-20,Sales,South,Delta Air Lines,Travel,132.98,approved,R. Patel,
TX0180330,2025-07-06,Finance,East,Staples,Office Supplies,1148.39,approved,M. Alvarez,
TX0180331,2024-09-22,Operations,West,Grainger,Maintenance,6.91,approved,T. Nguyen,
TX0180332,2024-10-15,Finance,South,Intuit,Software,98.89,approved,M. Alvarez,
TX0180333,2024-11-30,Sales,East,Salesforce,Software,185.33,approved,R. Patel,
TX0180334,2024-07-06,Sales,West,Delta Air Lines,Travel,60.96,approved,R. Patel,
TX0180335,2025-12-30,Finance,Central,Intuit,Software,345.88,pending,M. Alvarez,
TX0180336,2024-07-14,Sales,East,Uber,Travel,95.46,approved,R. Patel,
TX0180337,2026-07-06,Finance,South,Bloomberg,Data Services,59.96,approved,M. Alvarez,
TX0180338,2024-12-12,Marketing,International,Google Ads,Advertising,105.19,pending,J. Chen,
TX0180339,2024-11-25,Operations,International,Grainger,Maintenance,91.61,approved,T. Nguyen,
TX0180340,2024-02-05,Sales,South,Hilton,Travel,83.56,approved,R. Patel,
TX0180341,2026-02-19,Sales,West,Hilton,Travel,167.88,approved,R. Patel,
TX0180342,2025-10-02,Engineering,West,Atlassian,Software,163.88,approved,S. Okafor,
TX0180343,2025-12-30,HR,Central,Costco,Office Supplies,62.62,approved,L. Rossi,
TX0180344,2024-07-31,Engineering,International,AWS,Cloud,295.18,approved,S. Okafor,
TX0180345,2024-10-20,Marketing,Central,Meta Ads,Advertising,148.05,approved,J. Chen,
TX0180346,2026-01-02,Marketing,Central,Google Ads,Advertising,219.59,approved,J. Chen,
TX0180347,2025-04-02,Marketing,West,Meta Ads,Advertising,123.99,approved,J. Chen,
TX0180348,2024-12-18,Engineering,International,Dell,Hardware,457.01,approved,S. Okafor,
TX0180349,2024-02-16,Finance,Central,Intuit,Software,67.18,approved,M. Alvarez,
TX0180350,2025-12-17,Operations,East,Home Depot,Maintenance,77.64,approved,T. Nguyen,
TX0180351,2024-06-17,Operations,West,Grainger,Maintenance,30.98,approved,T. Nguyen,
TX0180352,2024-03-29,Sales,International,Uber,Travel,800.58,approved,R. Patel,
TX0180353,2025-07-17,Marketing,International,Canva,Software,60.00,approved,J. Chen,
TX0180354,2026-04-03,Finance,South,Oracle,Software,307.51,approved,M. Alvarez,
TX0180355,2026-02-15,HR,East,Costco,Office Supplies,148.77,approved,L. Rossi,
TX0180356,2025-09-18,HR,Central,LinkedIn,Recruiting,48.22,approved,L. Rossi,
TX0180357,2025-10-03,Engineering,International,GitHub,Software,67.57,approved,S. Okafor,
TX0180358,2026-05-06,Finance,East,Staples,Office Supplies,52.08,approved,M. Alvarez,
TX0180359,2024-01-19,Sales,West,Hilton,Travel,405.14,approved,R. Patel,
TX0180360,2024-05-14,HR,East,Costco,Office Supplies,36.31,approved,L. Rossi,
TX0180361,2025-10-17,Engineering,Central,GitHub,Software,35.88,approved,S. Okafor,
TX0180362,2024-02-16,Finance,Central,Bloomberg,Data Services,150.32,approved,M. Alvarez,
TX0180363,2026-07-05,Marketing,West,Meta Ads,Advertising,91.81,approved,J. Chen,
TX0180364,2025-08-27,Marketing,South,Google Ads,Advertising,53.36,pending,J. Chen,
TX0180365,2025-01-20,Finance,International,Intuit,Software,158.67,rejected,M. Alvarez,
TX0180366,2025-06-28,Operations,East,Grainger,Maintenance,119.23,approved,T. Nguyen,
TX0180367,2024-10-26,Sales,East,Delta Air Lines,Travel,383.55,approved,R. Patel,
TX0180368,2024-12-03,Sales,South,Hilton,Travel,250.03,approved,R. Patel,
TX0180369,2025-02-10,Sales,West,Hilton,Travel,477.61,approved,R. Patel,
TX0180370,2024-10-15,HR,West,Workday,Software,36.57,approved,L. Rossi,
TX0180371,2025-07-01,HR,East,Indeed,Recruiting,395.65,approved,L. Rossi,
TX0180372,2024-07-30,Operations,International,FedEx,Shipping,100.03,approved,T. Nguyen,
TX0180373,2025-10-19,Sales,Central,Delta Air Lines,Travel,78.15,approved,R. Patel,
TX0180374,2025-04-03,Marketing,West,Vistaprint,Printing,43.23,rejected,J. Chen,
TX0180375,2025-03-16,Finance,Central,Staples,Office Supplies,117.62,approved,M. Alvarez,
TX0180376,2025-09-22,Marketing,South,Vistaprint,Printing,390.17,approved,J. Chen,
TX0180377,2026-03-21,HR,International,Workday,Software,412.13,approved,L. Rossi,
TX0180378,2024-10-30,Engineering,Central,GitHub,Software,970.19,approved,S. Okafor,
TX0180379,2024-04-12,HR,South,Workday,Software,305.74,approved,L. Rossi,
TX0180380,2025-11-21,Engineering,South,Dell,Hardware,99.91,approved,S. Okafor,
TX0180381,2024-06-30,Operations,West,Grainger,Maintenance,59.84,pending,T. Nguyen,
TX0180382,2024-03-20,HR,West,Workday,Software,2997.34,approved,L. Rossi,
TX0180383,2025-08-10,Engineering,West,AWS,Cloud,645.44,approved,S. Okafor,
TX0180384,2024-04-29,Sales,International,Salesforce,Software,967.61,approved,R. Patel,
TX0180385,2026-01-27,HR,East,Workday,Software,86.55,pending,L. Rossi,
TX0180386,2024-02-14,Operations,East,Grainger,Maintenance,71.62,approved,T. Nguyen,
TX0180387,2024-04-13,Sales,West,Uber,Travel,414.95,approved,R. Patel,
TX0180388,2025-03-08,Engineering,South,AWS,Cloud,487.41,approved,S. Okafor,
TX0180389,2025-03-22,Marketing,South,Vistaprint,Printing,862.37,approved,J. Chen,
TX0180390,2025-01-06,HR,West,Workday,Software,407.56,approved,L. Rossi,
TX0180391,2024-05-10,Marketing,Central,Meta Ads,Advertising,71.74,approved,J. Chen,
TX0180392,2025-06-27,HR,East,Workday,Software,358.45,approved,L. Rossi,
TX0180393,2024-01-01,Operations,South,Uline,Shipping,22.44,pending,T. Nguyen,
TX0180394,2024-04-11,Marketing,South,Vistaprint,Printing,81.31,approved,J. Chen,
TX0180395,2024-09-30,HR,Central,Workday,Software,93.77,approved,L. Rossi,
TX0180396,2024-08-25,Operations,East,FedEx,Shipping,800.66,pending,T. Nguyen,
TX0180397,2024-10-04,HR,West,Workday,Software,27.15,approved,L. Rossi,
TX0180398,2024-02-03,Finance,East,Staples,Office Supplies,124.18,approved,M. Alvarez,
TX0180399,2025-04-16,Sales,Central,Hilton,Travel,75.62,pending,R. Patel,
TX0180400,2026-05-23,Marketing,South,Meta Ads,Advertising,1162.40,approved,J. Chen,
TX0180401,2024-01-29,Operations,West,Uline,Shipping,236.62,approved,T. Nguyen,
TX0180402,2024-02-14,Sales,East,Hilton,Travel,943.69,approved,R. Patel,
TX0180403,2026-07-09,Operations,South,Uline,Shipping,14.12,approved,T. Nguyen,
TX0180404,2025-05-28,Sales,South,Delta Air Lines,Travel,9.65,approved,R. Patel,
TX0180405,2025-01-07,Sales,West,Delta Air Lines,Travel,67.39,approved,R. Patel,
TX0180406,2026-02-14,Finance,West,Staples,Office Supplies,78.27,approved,M. Alvarez,
TX0180407,2024-12-20,Marketing,International,Google Ads,Advertising,37.12,approved,J. Chen,
TX0180408,2026-02-19,Operations,South,Uline,Shipping,45.04,approved,T. Nguyen,
TX0180409,2026-03-23,Marketing,East,Vistaprint,Printing,239.10,approved,J. Chen,
TX0180410,2026-03-01,Sales,East,Salesforce,Software,661.58,approved,R. Patel,
TX0180411,2024-12-12,Engineering,West,Atlassian,Software,515.59,approved,S. Okafor,
TX0180412,2026-08-28,Engineering,West,Atlassian,Software,553.82,approved,S. Okafor,
TX0180413,2025-02-22,Finance,East,Intuit,Software,78.89,approved,M. Alvarez,
TX0180414,2024-05-22,Marketing,West,Meta Ads,Advertising,35.66,approved,J. Chen,
TX0180415,2026-03-07,Sales,Central,Delta Air Lines,Travel,534.31,approved,R. Patel,
TX0180416,2026-02-28,Finance,East,Oracle,Software,265.33,approved,M. Alvarez,
TX0180417,2025-01-07,Marketing,International,Meta Ads,Advertising,167.30,approved,J. Chen,
TX0180418,2024-08-16,Engineering,West,Atlassian,Software,110.42,approved,S. Okafor,
TX0180419,2025-04-29,Operations,Central,FedEx,Shipping,219.33,approved,T. Nguyen,
TX0180420,2025-06-02,Marketing,Central,Vistaprint,Printing,443.54,approved,J. Chen,
TX0180421,2025-05-10,Engineering,East,AWS,Cloud,403.76,approved,S. Okafor,
TX0180422,2026-04-27,Engineering,South,GitHub,Software,147.61,approved,S. Okafor,
TX0180423,2025-02-05,Finance,West,Bloomberg,Data Services,602.37,approved,M. Alvarez,
TX0180424,2024-12-28,Engineering,West,GitHub,Software,8.47,approved,S. Okafor,
TX0180425,2025-10-22,HR,South,Costco,Office Supplies,116.54,approved,L. Rossi,
TX0180426,2024-09-18,Engineering,Central,Atlassian,Software,11.63,approved,S. Okafor,
TX0180427,2025-02-14,Engineering,South,Atlassian,Software,132.38,pending,S. Okafor,
TX0180428,2026-08-27,Marketing,International,Meta Ads,Advertising,1939.04,approved,J. Chen,
TX0180429,2025-02-07,Marketing,Central,Vistaprint,Printing,1591.85,approved,J. Chen,
TX0180430,2024-01-14,HR,East,Workday,Software,290.30,approved,L. Rossi,
TX0180431,2026-04-29,Operations,West,Grainger,Maintenance,714.66,approved,T. Nguyen,
TX0180432,2024-09-23,Marketing,West,Vistaprint,Printing,98.10,approved,J. Chen,
TX0180433,2025-12-24,Engineering,West,AWS,Cloud,311.98,approved,S. Okafor,
TX0180434,2025-08-26,Operations,International,Grainger,Maintenance,312.18,approved,T. Nguyen,
TX0180435,2025-06-24,Finance,West,Staples,Office Supplies,584.58,approved,M. Alvarez,
TX0180436,2025-02-12,Operations,East,Uline,Shipping,135.94,approved,T. Nguyen,
TX0180437,2026-06-13,Engineering,Central,GitHub,Software,961.71,approved,S. Okafor,
TX0180438,2026-04-23,Operations,International,Home Depot,Maintenance,1196.19,approved,T. Nguyen,
TX0180439,2024-09-06,Marketing,International,Google Ads,Advertising,168.66,approved,J. Chen,
TX0180440,2026-06-01,Engineering,South,Atlassian,Software,220.23,approved,S. Okafor,
TX0180441,2024-07-03,Sales,South,Hilton,Travel,11.33,approved,R. Patel,
TX0180442,2024-11-10,Marketing,Central,Canva,Software,28.53,approved,J. Chen,
TX0180443,2026-08-30,Finance,East,Staples,Office Supplies,96.80,approved,M. Alvarez,
TX0180444,2026-04-08,Finance,South,Bloomberg,Data Services,1967.44,approved,M. Alvarez,
TX0180445,2026-05-06,Engineering,East,AWS,Cloud,31.36,approved,S. Okafor,
TX0180446,2026-05-18,Sales,East,Delta Air Lines,Travel,252.76,approved,R. Patel,
TX0180447,2026-05-03,HR,East,Costco,Office Supplies,78.36,approved,L. Rossi,
TX0180448,2024-09-16,Operations,Central,Uline,Shipping,330.70,rejected,T. Nguyen,
TX0180449,2025-03-12,Engineering,Central,GitHub,Software,60.03,approved,S. Okafor,
TX0180450,2025-12-06,HR,East,Workday,Software,269.90,approved,L. Rossi,
TX0180451,2025-09-19,Operations,Central,Home Depot,Maintenance,55.82,approved,T. Nguyen,
TX0180452,2026-08-12,Finance,International,Intuit,Software,51.20,pending,M. Alvarez,
TX0180453,2025-01-16,HR,Central,Workday,Software,177.51,approved,L. Rossi,
TX0180454,2026-03-01,Marketing,West,Meta Ads,Advertising,166.15,approved,J. Chen,
TX0180455,2025-10-17,Finance,South,Staples,Office Supplies,47.18,approved,M. Alvarez,
TX0180456,2025-12-02,HR,West,LinkedIn,Recruiting,73.80,approved,L. Rossi,
TX0180457,2025-05-04,Marketing,South,Google Ads,Advertising,8.64,approved,J. Chen,
TX0180458,2026-07-28,Finance,West,Intuit,Software,56.43,approved,M. Alvarez,
TX0180459,2025-08-02,Engineering,East,AWS,Cloud,304.37,approved,S. Okafor,
TX0180460,2025-01-10,Sales,Central,Salesforce,Software,101.87,approved,R. Patel,
TX0180461,2026-01-19,Sales,East,Salesforce,Software,51.41,approved,R. Patel,
TX0180462,2024-09-27,Engineering,East,AWS,Cloud,244.62,approved,S. Okafor,
TX0180463,2026-05-15,Operations,Central,Grainger,Maintenance,136.72,approved,T. Nguyen,
TX0180464,2024-08-30,Finance,East,Oracle,Software,43.30,approved,M. Alvarez,
TX0180465,2026-02-11,Engineering,East,AWS,Cloud,209.24,pending,S. Okafor,
TX0180466,2025-03-27,Engineering,Central,GitHub,Software,44.77,approved,S. Okafor,
TX0180467,2025-07-27,Engineering,West,Dell,Hardware,453.53,approved,S. Okafor,
TX0180468,2024-11-26,Marketing,West,Meta Ads,Advertising,1360.67,approved,J. Chen,
TX0180469,2024-10-21,Engineering,East,Dell,Hardware,49.14,approved,S. Okafor,
TX0180470,2024-05-15,Engineering,Central,AWS,Cloud,275.43,approved,S. Okafor,
TX0180471,2025-10-01,Sales,West,Salesforce,Software,309.77,approved,R. Patel,
TX0180472,2024-06-18,Engineering,Central,AWS,Cloud,452.42,approved,S. Okafor,
TX0180473,2024-11-10,Engineering,South,GitHub,Software,484.80,approved,S. Okafor,
TX0180474,2025-07-06,Operations,Central,Home Depot,Maintenance,76.07,rejected,T. Nguyen,
TX0180475,2026-05-28,Sales,International,Delta Air Lines,Travel,115.64,approved,R. Patel,
TX0180476,2025-09-01,Engineering,International,Dell,Hardware,500.69,approved,S. Okafor,
TX0180477,2024-12-09,HR,South,Costco,Office Supplies,43.39,approved,L. Rossi,
TX0180478,2025-08-22,Marketing,Central,Google Ads,Advertising,15.96,approved,J. Chen,
TX0180479,2025-05-28,Sales,Central,Hilton,Travel,33.34,approved,R. Patel,
TX0180480,2024-01-12,Engineering,East,Atlassian,Software,403.56,approved,S. Okafor,
TX0180481,2024-11-19,HR,South,Costco,Office Supplies,233.81,approved,L. Rossi,
TX0180482,2026-08-25,HR,Central,Costco,Office Supplies,576.86,approved,L. Rossi,
TX0180483,2025-03-08,Engineering,International,AWS,Cloud,29.71,approved,S. Okafor,
TX0180484,2025-06-03,Sales,International,Salesforce,Software,442.71,approved,R. Patel,
TX0180485,2026-01-24,Engineering,Central,Dell,Hardware,17.33,approved,S. Okafor,
TX0180486,2024-11-13,Engineering,International,AWS,Cloud,160.42,approved,S. Okafor,
TX0180487,2026-05-27,Marketing,East,Meta Ads,Advertising,446.88,approved,J. Chen,
TX0180488,2025-12-26,Sales,West,Hilton,Travel,58.23,approved,R. Patel,
TX0180489,2025-05-27,Marketing,International,Google Ads,Advertising,200.69,approved,J. Chen,
TX0180490,2025-02-23,Finance,South,Oracle,Software,379.35,rejected,M. Alvarez,
TX0180491,2024-04-19,Engineering,West,Atlassian,Software,452.58,approved,S. Okafor,
TX0180492,2025-01-15,Finance,International,Staples,Office Supplies,318.87,pending,M. Alvarez,
TX0180493,2025-08-25,Sales,International,Hilton,Travel,18.97,approved,R. Patel,
TX0180494,2026-07-25,Engineering,International,Dell,Hardware,313.94,approved,S. Okafor,
TX0180495,2024-12-02,Engineering,Central,Dell,Hardware,97.77,pending,S. Okafor,
TX0180496,2025-10-08,Operations,West,Grainger,Maintenance,118.64,approved,T. Nguyen,
TX0180497,2026-02-18,Marketing,South,Canva,Software,364.42,approved,J. Chen,
